train_loss,train_acc,test_loss,test_acc
1.2015559708546542,0.5202404875345603,1.227305768606419,0.5098196460393244
1.2281981142823826,0.5076152371440479,1.237564218904308,0.5020040144960961
1.2095254168422045,0.5234468996017156,1.216112706489219,0.5260521104346535
1.1586867397677205,0.562925857747485,1.165127990181317,0.5699398864307003
1.0652329639526072,0.5929859772712769,1.0713724240750253,0.6012024104983391
0.9542060869639527,0.6298597239420743,0.9597445620235078,0.6376753545894412
0.7985781141536269,0.670741486047695,0.8039533946969227,0.6791583193327956
0.7458228719213563,0.7090180383058253,0.7574329167783619,0.710821644218269
0.6623792617632177,0.7462925856600783,0.6744541498367677,0.7474949889646504
0.6184765127952209,0.7597194383880179,0.6306771701780374,0.7621242469083331
0.5786938573306571,0.7809619214945661,0.5928952616895129,0.784368735097931
0.5689068371392711,0.7855711400150536,0.5841365443591126,0.7873747471219791
0.5306754782833234,0.8032064089674749,0.5438088891292383,0.8048096162403275
0.5133693544679361,0.7993987941431379,0.5260130758798552,0.8046092152714969
0.49093548565046613,0.8130260481385286,0.5030990085211808,0.8148296553051783
0.5025373261024381,0.8166332629496206,0.5134308309721684,0.8166332628898965
0.47342482210605413,0.8192384736332482,0.4839331751889017,0.8206412783844438
0.4305960329973656,0.8380761479805849,0.43923884985841555,0.8388777509600461
0.43216240159207897,0.8366733426321484,0.4418560461442589,0.8402805567862753
0.4040314530307998,0.8436873708077088,0.4145324724513612,0.8426853661427278
