train_loss,train_acc,test_loss,test_acc
1.3834833987729105,0.46673347375435914,1.4116979895349973,0.4505010092694439
1.606309893733275,0.47535070862046225,1.62444111597323,0.46913828318546674
1.4688369407503303,0.5088176408069645,1.4787906656762164,0.5040080222732318
1.172823143178571,0.5669338740781696,1.1826326568164902,0.5681362778157414
1.307078510239153,0.5623246555726131,1.3146599891907227,0.5647294648544106
1.1396106344783952,0.5947895845872366,1.151413600764915,0.5983967987115015
1.1041929761474143,0.6158316675909535,1.1165984876170187,0.6180360769640229
0.9382294025533424,0.6505010059039913,0.9519046142712265,0.6535070162259027
0.90735939226089,0.6629258558781209,0.9259277991875857,0.6665330693454208
0.828820619907581,0.6907815663274639,0.8484627051962043,0.6941883786168987
0.7918668879244574,0.7126252519224354,0.8151978096198701,0.7082164338332617
0.7575416559958177,0.7296593185058815,0.7816834410499476,0.7208416848956702
0.705851000015118,0.7488977949103277,0.7299299611297543,0.7412825643060681
0.666137279158753,0.7627254500537215,0.6917544477068649,0.7501001992899334
0.6939763263752591,0.7551102196883582,0.7187938112018999,0.7438877747507994
0.6319468387977438,0.7831663305988771,0.6551958594885552,0.7725450880302934
0.586917406087088,0.7889779536781426,0.6091097877258229,0.7803607187672464
0.5689458394010658,0.8012024020862006,0.5882098774289439,0.7933867705131102
0.589240544984203,0.8016032035460692,0.6096494282233736,0.7907815607850681
0.5762113652034347,0.8054108184898545,0.5918396867154715,0.794589175489957
