train_loss,train_acc,test_loss,test_acc
1.232464330827067,0.3777555175021082,1.2533241890236466,0.3581162389808284
1.6681436305055637,0.37695391441812975,1.697787618828202,0.36593187071815997
1.7099908417116902,0.39038076843013747,1.7374244092819924,0.37575150976976557
1.61501534178644,0.4220440948684373,1.6352684624448328,0.41102205101915734
1.5723070167826267,0.47354710039371,1.5910265942016442,0.4597194458027641
1.495804386470982,0.5078156363360867,1.5137806079072322,0.5032064200253907
1.4147665740134483,0.5322645346303742,1.4298450729412162,0.5246493054893547
1.3036394435501768,0.5567134330291786,1.3179901898922566,0.5494990043625803
1.2341350903491937,0.5855711468892967,1.248263408999166,0.5795591246179923
1.1504889445039697,0.60200401317918,1.1627132557855102,0.600200405773634
1.0646289810986223,0.6192384818811455,1.0766412150226758,0.6232464974055548
0.9751022633590655,0.6511022086611731,0.9901424276984049,0.6472945930006987
0.9378145895226446,0.6667334708219061,0.9522711378120946,0.6627254538342565
0.8825984082981675,0.6863727484771867,0.897519499854836,0.6825651312041617
0.8506677070919999,0.681763530524078,0.8653427883982658,0.6777555128197393
0.8161220687603903,0.7032064155849044,0.832854307157721,0.6977955919050263
0.7812470748819008,0.7130260531434076,0.7977510004608569,0.7088176356945821
0.7294749027857172,0.7370741498135851,0.7456428425644108,0.7330661323481428
0.69892608619226,0.7466933868810505,0.7125922559362973,0.7442885766287366
0.6713557982283508,0.7621242477444704,0.6861176927590776,0.7595190360455332
