train_loss,train_acc,test_loss,test_acc
1.4144412869203067,0.38056112872156683,1.4448454839910916,0.36833667961175076
1.3691380428288409,0.45450902451016384,1.3921400961393344,0.435070147151818
1.4984869276115556,0.47955912517342636,1.5210660136414913,0.47214429573210065
1.4695614534831478,0.5290581228170462,1.4983465759930965,0.5202404878182497
1.4949537006492366,0.5416833730283863,1.519360201660999,0.5416833731627655
1.3987553517720503,0.5527054166686319,1.4225544140549127,0.5478957974331412
1.2726911916910766,0.5675350762530414,1.2885980843482372,0.5625250551827207
1.094198683071471,0.5931863781654524,1.104437266717215,0.5961923898908801
1.0920981688346556,0.6090180407724304,1.1037317596689493,0.6122244534965507
1.051350040148518,0.6234468976576963,1.0658842480941144,0.6232464960020386
0.9194886730853207,0.6615230495442369,0.9341476564416904,0.6633266555761288
0.8957009302276767,0.6737474980717432,0.9120388045264987,0.6695390812500206
0.7909893139091905,0.709819640269977,0.8067772099468297,0.7074148322871787
0.7474896910493981,0.729859719952505,0.7609049798118208,0.7258517043385094
0.7454337266484697,0.7236472957717154,0.7606483791546078,0.7224448911532133
0.7155480444812046,0.7418837676306287,0.7289483477034884,0.740080161001496
0.7345703668586298,0.7406813629524025,0.7507940566798071,0.737274549647658
0.6866691587959418,0.7649298590385842,0.7044881375129511,0.7557114223559538
0.6641499980899668,0.7767535055089809,0.6781013928510562,0.767535069184695
0.6190771490432516,0.7819639258609267,0.6358795505043171,0.7767535060464977
