train_loss,train_acc,test_loss,test_acc
1.2813053479294978,0.507815637829189,1.3079154578024494,0.49418838254973024
1.6027393735243467,0.4579158393378726,1.6181273353482057,0.4585170408856415
1.3517916731103388,0.5054108294880462,1.3619138044799737,0.5016032128421243
1.335846998409661,0.5294589249040177,1.3459672373616862,0.5280561189135473
1.343464170644183,0.5537074218412679,1.3559832849758182,0.5501002062388317
1.1970638823294208,0.577755517048205,1.2106698674106884,0.5793587229474035
1.0780939668835046,0.6116232515157822,1.0899252639504855,0.6112224499961895
0.9437397442653567,0.6424849742877937,0.9605369050660448,0.6422845734682733
0.9417172182941126,0.6543086214151554,0.9600039532703006,0.6543086201310875
0.7328776516886297,0.7180360732432118,0.7508730714270968,0.7104208432361931
0.7382125893611469,0.7260521050087196,0.7555184724007198,0.7200400816773126
0.628442400935776,0.7513026039084356,0.6444383839402863,0.7470941881617468
0.6785180239167385,0.7462925850628374,0.6975819210340838,0.7408817634434404
0.6528507807219256,0.7617234458665332,0.6697970669462769,0.7577154297150208
0.5712006274827258,0.7865731437244492,0.5864069331735969,0.7847695371550405
0.5744757328615459,0.7809619215542902,0.5909521785491932,0.776352704467181
0.519791996173695,0.7999999972288021,0.534874861660546,0.7949899773081701
0.5066604663072927,0.8106212390806966,0.5234947495800788,0.8074148262669901
0.5290989005016181,0.7995991952911408,0.5440653416352395,0.7955911798563176
0.5243552781357794,0.8018036037384867,0.5381470838830412,0.7989979931013379
